model,ext_nmf_dir,ext_len,rank,ext_pattern_id,ext_type,best_train_pattern_id,max_train_sim,mean_usage_ext,selected_for_mask
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,0,D,0,0.6499890411052903,0.004364169715253259,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,1,D,0,0.7141046287917359,0.004628543767259872,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,2,D,6,0.5323113041079299,0.004236599701307695,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,3,V,3,0.4044668298047982,0.0036541413011001783,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,4,V,1,0.5724598657416013,0.003651557374295464,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,5,V,1,0.4476943340608515,0.0032184741651534584,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,6,O,14,0.8478742321313637,0.0035128791099733312,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,7,V,13,0.36023413243736657,0.0025166365619450678,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,8,V,1,0.29864720823683083,0.0019768896273159777,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,9,D,11,0.39058849575649424,0.001651610256814273,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,10,V,13,0.5813464310784093,0.0026963293210116035,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,11,O,11,0.5029249985030875,0.0015200806231606852,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,12,D,9,0.28711717099905193,0.0017820839588419959,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,13,D,11,0.2887081329543123,0.002300172467720595,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,14,D,0,0.7007800133182855,0.0028905067012019634,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R16,2048,16,15,O,15,0.40397811132813083,0.0019039877732649933,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,0,O,14,0.5416468679761767,0.002902236556615492,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,1,D,0,0.8157943427780087,0.004499416249691532,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,2,D,10,0.5902501403445641,0.004603885663351011,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,3,V,1,0.49902605662322197,0.0040358651172025225,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,4,V,1,0.4359454194020449,0.00406039725519542,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,5,V,7,0.5403519371677126,0.004037250550517497,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,6,O,14,0.40049423067360623,0.0029341900953060453,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,7,O,11,0.3857212552996521,0.0015520837383230911,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,8,V,1,0.624970267987664,0.0023346276553776356,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,9,D,15,0.3914012686401292,0.0020047973077406667,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,10,O,11,0.34837668501013463,0.0020597784774640756,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,11,O,15,0.39845443074229603,0.002590551084232631,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,12,D,0,0.6594293555628539,0.0024972482999803345,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,13,V,13,0.5527013129956266,0.003451059556516106,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,14,O,11,0.41998771760830295,0.002045813892303335,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,4096,16,15,V,8,0.34153412046679466,0.0011530798912517308,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,0,D,0,0.644996271748767,0.0038870464091151132,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,1,D,0,0.6474170235424614,0.0032062462933179683,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,2,D,2,0.6145573890288766,0.0038205217125763134,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,3,V,5,0.5452988984713845,0.0028122370984128035,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,4,V,28,0.3428214624317202,0.0036472972062004615,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,5,V,28,0.4732754024931801,0.0027831669923495954,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,6,O,14,0.4742799241795575,0.0021308135439269274,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,7,V,24,0.39384915495366757,0.0019231032216053892,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,8,O,31,0.4180397045893759,0.0014846452031142831,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,9,O,16,0.47751867103875356,0.0012170509580630708,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,10,V,1,0.44911105824183917,0.0012708885597218808,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,11,O,30,0.48977717430064205,0.0010406202916103209,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,12,O,29,0.5805550516394362,0.0012190572750615304,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,13,O,16,0.396751884435358,0.0013448557300388745,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,14,D,23,0.5436493144026195,0.0016158310927051882,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,15,D,15,0.33908937269859224,0.0013750330919017984,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,16,O,25,0.6308151046663943,0.0014108134433076527,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,17,O,31,0.41894474996500447,0.001595949484266036,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,18,V,28,0.49118417740362563,0.002562183829441772,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,19,V,20,0.4962995810724018,0.0011524182118784845,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,20,V,12,0.5526181407371017,0.0012963856518024386,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,21,D,17,0.42044620905737073,0.0014091793912214712,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,22,D,0,0.5203501079747389,0.0019127016819791265,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,23,O,14,0.48381269142144334,0.0010953184384404145,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,24,O,27,0.4884218577374462,0.0011578468862533716,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,25,V,4,0.4619373801284597,0.0034483824424845987,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,26,V,18,0.5509672334646163,0.0013905040721433832,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,27,D,0,0.5308781197888213,0.0016991542355127049,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,28,O,21,0.5238770598663056,0.0021895828269591633,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,29,O,27,0.3924949529015721,0.0025316113206547658,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,30,V,26,0.5296319506347129,0.0014928662204616216,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,2048,32,31,O,6,0.7277792923566152,0.0013471087611139144,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,0,O,27,0.39861295672475544,0.002567453501448477,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,1,D,0,0.8011694916457339,0.004573269379999595,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,2,D,17,0.5233625408315266,0.0037378925780468188,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,3,V,28,0.5122010311166525,0.0036847870450594337,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,4,V,28,0.39156559688401915,0.004323048036564706,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,5,V,20,0.3398473471716785,0.0028551304640380692,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,6,V,5,0.5017670004240806,0.0022915580042222592,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,7,O,30,0.4883406574149701,0.0013183450928604637,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,8,V,28,0.5747872298273059,0.0023945406058341707,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,9,O,29,0.5128866366824089,0.0010400885844683138,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,10,O,30,0.4318119842898658,0.0016863987631208647,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,11,O,27,0.4926419943092104,0.0014686159113513498,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,12,D,0,0.6246566658392598,0.0024664372288279385,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,13,V,1,0.6128285377960859,0.0016121236626538938,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,14,O,21,0.47658543180658347,0.0009511863911603058,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,15,O,29,0.31731963489627985,0.000737163980589403,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,16,O,16,0.5941401058815409,0.0012359058235327956,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,17,O,19,0.3694746849561643,0.0016941162290907959,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,18,V,26,0.45634308366845644,0.0014175885348965444,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,19,O,21,0.3563974269571523,0.0011719160912521274,True
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,20,O,31,0.49478807113361895,0.0013370337700711746,False
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R32,4096,32,21,O,14,0.5571143147606138,0.002105469322670217,False
