component,attribute,P_attr,P_attr_given_comp,ER
0,layer_low,0.3333333333333333,0.4048394097222222,1.2145182291666667
0,layer_mid,0.3333333333333333,0.058195891203703706,0.17458767361111113
0,layer_high,0.3333333333333333,0.5369646990740741,1.6108940972222223
0,pos_0-512,0.13773871527777778,0.1011646412037037,0.7344677275353185
0,pos_512-1024,0.12747395833333333,0.11707899305555555,0.9184542049710589
0,pos_1024-2048,0.23448350694444445,0.24446614583333334,1.042572882924572
0,pos_2048-4096,0.5003038194444445,0.5372902199074074,1.073927879471386
0,role_question,0.017361111111111112,0.006799768518518518,0.39166666666666666
0,role_evidence,0.19600694444444444,0.21043113425925927,1.0735901978151758
0,role_answer_near,0.014670138888888889,0.016710069444444444,1.1390532544378698
0,role_title_special,0.03567708333333333,0.046694155092592594,1.308799675587997
0,role_irrelevant,0.7362847222222222,0.7193648726851852,0.9770199638450052
0,selfmass_base_high,0.5,0.43117042824074076,0.8623408564814815
0,entropy_base_high,0.5,0.5456452546296297,1.0912905092592593
0,prefix_mass_base_high,0.5,0.6193576388888888,1.2387152777777777
0,far_mass_base_high,0.5,0.6405888310185185,1.281177662037037
0,topk_mass_base_high,0.49999819155092595,0.45558449074074076,0.9111722770988031
0,base_logit_margin_high,0.5,0.4506293402777778,0.9012586805555556
0,WavMass_high,0.5,0.2903645833333333,0.5807291666666666
0,router_out_entropy_high,0.5,0.28251591435185186,0.5650318287037037
0,top_scale_margin_high,0.5,0.8686704282407407,1.7373408564814814
0,router_in_norm_high,0.5,0.5573278356481481,1.1146556712962963
1,layer_low,0.3333333333333333,0.9669415509259259,2.900824652777778
1,layer_mid,0.3333333333333333,0.021158854166666668,0.06347656250000001
1,layer_high,0.3333333333333333,0.011899594907407407,0.035698784722222224
1,pos_0-512,0.13773871527777778,0.12764033564814814,0.9266845228716978
1,pos_512-1024,0.12747395833333333,0.12525318287037038,0.9825785949381456
1,pos_1024-2048,0.23448350694444445,0.23314525462962962,0.9942927656948943
1,pos_2048-4096,0.5003038194444445,0.5139612268518519,1.027298227350279
1,role_question,0.017361111111111112,0.01244212962962963,0.7166666666666667
1,role_evidence,0.19600694444444444,0.20728443287037038,1.0575361677000297
1,role_answer_near,0.014670138888888889,0.013599537037037037,0.9270216962524654
1,role_title_special,0.03567708333333333,0.03512008101851852,0.9843876723438767
1,role_irrelevant,0.7362847222222222,0.7315538194444444,0.9935746286253242
1,selfmass_base_high,0.5,0.6473524305555556,1.2947048611111112
1,entropy_base_high,0.5,0.3997757523148148,0.7995515046296297
1,prefix_mass_base_high,0.5,0.12145543981481481,0.24291087962962962
1,far_mass_base_high,0.5,0.2510850694444444,0.5021701388888888
1,topk_mass_base_high,0.49999819155092595,0.6060474537037037,1.21209929144709
1,base_logit_margin_high,0.5,0.9003182870370371,1.8006365740740742
1,WavMass_high,0.5,0.020616319444444444,0.04123263888888889
1,router_out_entropy_high,0.5,0.020363136574074073,0.04072627314814815
1,top_scale_margin_high,0.5,0.46943721064814814,0.9388744212962963
1,router_in_norm_high,0.5,0.025028935185185185,0.05005787037037037
2,layer_low,0.3333333333333333,0.0025679976851851853,0.007703993055555556
2,layer_mid,0.3333333333333333,0.5958116319444444,1.7874348958333333
2,layer_high,0.3333333333333333,0.40162037037037035,1.2048611111111112
2,pos_0-512,0.13773871527777778,0.16178385416666666,1.1745706633054986
2,pos_512-1024,0.12747395833333333,0.1294849537037037,1.0157757348768583
2,pos_1024-2048,0.23448350694444445,0.2271050347222222,0.9685330865340119
2,pos_2048-4096,0.5003038194444445,0.4816261574074074,0.9626673606893958
2,role_question,0.017361111111111112,0.028609664351851853,1.6479166666666667
2,role_evidence,0.19600694444444444,0.19129774305555555,0.9759743135518157
2,role_answer_near,0.014670138888888889,0.013382523148148149,0.9122287968441815
2,role_title_special,0.03567708333333333,0.023546006944444444,0.6599756690997567
2,role_irrelevant,0.7362847222222222,0.7431640625,1.009343315255836
2,selfmass_base_high,0.5,0.49801070601851855,0.9960214120370371
2,entropy_base_high,0.5,0.5389901620370371,1.0779803240740742
2,prefix_mass_base_high,0.5,0.6552372685185185,1.310474537037037
2,far_mass_base_high,0.5,0.5578342013888888,1.1156684027777777
2,topk_mass_base_high,0.49999819155092595,0.4437210648148148,0.8874453394290344
2,base_logit_margin_high,0.5,0.36216001157407407,0.7243200231481481
2,WavMass_high,0.5,0.8020833333333334,1.6041666666666667
2,router_out_entropy_high,0.5,0.7982494212962963,1.5964988425925926
2,top_scale_margin_high,0.5,0.9616247106481481,1.9232494212962963
2,router_in_norm_high,0.5,0.8427010995370371,1.6854021990740742
3,layer_low,0.3333333333333333,0.16977719907407407,0.5093315972222222
3,layer_mid,0.3333333333333333,0.7330367476851852,2.199110243055556
3,layer_high,0.3333333333333333,0.09718605324074074,0.29155815972222227
3,pos_0-512,0.13773871527777778,0.14051649305555555,1.0201670080352923
3,pos_512-1024,0.12747395833333333,0.12666377314814814,0.9936443082510498
3,pos_1024-2048,0.23448350694444445,0.23057725694444445,0.983341045812124
3,pos_2048-4096,0.5003038194444445,0.5022424768518519,1.003874960238281
3,role_question,0.017361111111111112,0.018590856481481483,1.0708333333333333
3,role_evidence,0.19600694444444444,0.19155092592592593,0.9772660171242988
3,role_answer_near,0.014670138888888889,0.013274016203703705,0.9048323471400395
3,role_title_special,0.03567708333333333,0.033203125,0.9306569343065694
3,role_irrelevant,0.7362847222222222,0.7433810763888888,1.0096380570620136
3,selfmass_base_high,0.5,0.3871166087962963,0.7742332175925926
3,entropy_base_high,0.5,0.5478877314814815,1.095775462962963
3,prefix_mass_base_high,0.5,0.4203559027777778,0.8407118055555556
3,far_mass_base_high,0.5,0.4364149305555556,0.8728298611111112
3,topk_mass_base_high,0.49999819155092595,0.4839771412037037,0.9679577834121217
3,base_logit_margin_high,0.5,0.37604890046296297,0.7520978009259259
3,WavMass_high,0.5,0.6082899305555556,1.2165798611111112
3,router_out_entropy_high,0.5,0.6042028356481481,1.2084056712962963
3,top_scale_margin_high,0.5,0.6411313657407407,1.2822627314814814
3,router_in_norm_high,0.5,0.38642939814814814,0.7728587962962963
4,layer_low,0.3333333333333333,0.045319733796296294,0.1359592013888889
4,layer_mid,0.3333333333333333,0.5228949652777778,1.5686848958333335
4,layer_high,0.3333333333333333,0.43178530092592593,1.295355902777778
4,pos_0-512,0.13773871527777778,0.15165653935185186,1.1010451131768288
4,pos_512-1024,0.12747395833333333,0.1396484375,1.0955056179775282
4,pos_1024-2048,0.23448350694444445,0.2336154513888889,0.996298010180472
4,pos_2048-4096,0.5003038194444445,0.47507957175925924,0.9495821404817674
4,role_question,0.017361111111111112,0.01370804398148148,0.7895833333333333
4,role_evidence,0.19600694444444444,0.2029079861111111,1.0352081488042515
4,role_answer_near,0.014670138888888889,0.018012152777777776,1.227810650887574
4,role_title_special,0.03567708333333333,0.03761574074074074,1.05433901054339
4,role_irrelevant,0.7362847222222222,0.7277560763888888,0.9884166470172129
4,selfmass_base_high,0.5,0.4539207175925926,0.9078414351851852
4,entropy_base_high,0.5,0.5667317708333334,1.1334635416666667
4,prefix_mass_base_high,0.5,0.6669560185185185,1.333912037037037
4,far_mass_base_high,0.5,0.5500578703703703,1.1001157407407407
4,topk_mass_base_high,0.49999819155092595,0.41963252314814814,0.8392680818434672
4,base_logit_margin_high,0.5,0.3395182291666667,0.6790364583333334
4,WavMass_high,0.5,0.6800130208333334,1.3600260416666667
4,router_out_entropy_high,0.5,0.6729962384259259,1.3459924768518519
4,top_scale_margin_high,0.5,0.39644820601851855,0.7928964120370371
4,router_in_norm_high,0.5,0.6965784143518519,1.3931568287037037
5,layer_low,0.3333333333333333,0.7053674768518519,2.116102430555556
5,layer_mid,0.3333333333333333,0.06843171296296297,0.2052951388888889
5,layer_high,0.3333333333333333,0.22620081018518517,0.6786024305555556
5,pos_0-512,0.13773871527777778,0.14098668981481483,1.0235806942912662
5,pos_512-1024,0.12747395833333333,0.12561487268518517,0.9854159573260696
5,pos_1024-2048,0.23448350694444445,0.23390480324074073,0.9975320067869813
5,pos_2048-4096,0.5003038194444445,0.49949363425925924,0.998380613631763
5,role_question,0.017361111111111112,0.02520978009259259,1.4520833333333332
5,role_evidence,0.19600694444444444,0.18956163194444445,0.9671169176262179
5,role_answer_near,0.014670138888888889,0.01739728009259259,1.1858974358974357
5,role_title_special,0.03567708333333333,0.052915219907407406,1.4831711273317112
5,role_irrelevant,0.7362847222222222,0.7149160879629629,0.9709777568183604
5,selfmass_base_high,0.5,0.5763888888888888,1.1527777777777777
5,entropy_base_high,0.5,0.48325376157407407,0.9665075231481481
5,prefix_mass_base_high,0.5,0.36107494212962965,0.7221498842592593
5,far_mass_base_high,0.5,0.45283564814814814,0.9056712962962963
5,topk_mass_base_high,0.49999819155092595,0.5048828125,1.0097692772326288
5,base_logit_margin_high,0.5,0.6068070023148148,1.2136140046296295
5,WavMass_high,0.5,0.3001302083333333,0.6002604166666666
5,router_out_entropy_high,0.5,0.29911747685185186,0.5982349537037037
5,top_scale_margin_high,0.5,0.39286747685185186,0.7857349537037037
5,router_in_norm_high,0.5,0.2739800347222222,0.5479600694444444
